epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,230.628,0.57863,0.23903,0.00381,0.99276,0.95802,0.99334,0.83137,0.66217,0.23051,0.004,0.000610789,0.000610789,0.000610789
66,234.127,0.6129,0.25416,0.00415,0.92989,0.95119,0.98252,0.83117,0.63441,0.28692,0.00384,0.000594286,0.000594286,0.000594286
67,237.67,0.58047,0.24382,0.00369,0.87007,0.96291,0.98058,0.83502,0.63827,0.30593,0.00381,0.000577782,0.000577782,0.000577782
68,241.269,0.62707,0.23119,0.00422,0.97405,0.97462,0.99188,0.83508,0.65308,0.23205,0.00395,0.000561279,0.000561279,0.000561279
69,244.873,0.59581,0.22496,0.00396,0.99729,0.95953,0.99455,0.82945,0.68552,0.2119,0.00415,0.000544776,0.000544776,0.000544776
70,248.482,0.62137,0.23955,0.00407,0.97255,0.9807,0.99248,0.83468,0.65547,0.22875,0.00393,0.000528272,0.000528272,0.000528272
71,252.014,0.59625,0.23072,0.00393,0.94661,0.98611,0.99351,0.83682,0.63375,0.25827,0.0039,0.000511769,0.000511769,0.000511769
72,255.542,0.59297,0.22824,0.00398,0.9392,1,0.99295,0.83244,0.64438,0.24648,0.00393,0.000495266,0.000495266,0.000495266
73,259.096,0.60659,0.22775,0.00404,0.98972,1,0.99486,0.83135,0.66538,0.21427,0.00409,0.000478762,0.000478762,0.000478762
74,262.623,0.60089,0.22259,0.00393,0.98878,0.97671,0.99453,0.83054,0.67472,0.22602,0.00411,0.000462259,0.000462259,0.000462259
75,266.137,0.60162,0.21558,0.00403,0.9921,0.99194,0.99452,0.84144,0.64116,0.20316,0.0039,0.000445756,0.000445756,0.000445756
76,269.697,0.57316,0.22579,0.00375,0.99276,0.98064,0.99411,0.84464,0.64516,0.22287,0.0039,0.000429253,0.000429253,0.000429253
77,273.214,0.56126,0.21654,0.00361,0.99322,0.98547,0.99467,0.85513,0.62909,0.20068,0.00374,0.000412749,0.000412749,0.000412749
78,276.779,0.57566,0.21177,0.00386,0.99936,0.98495,0.99441,0.84812,0.63283,0.19926,0.00381,0.000396246,0.000396246,0.000396246
79,280.357,0.56102,0.21522,0.00372,1,0.98252,0.99486,0.85413,0.63565,0.1917,0.00382,0.000379743,0.000379743,0.000379743
80,283.884,0.57106,0.2353,0.00374,0.9983,0.99035,0.99493,0.85017,0.62672,0.19037,0.00374,0.000363239,0.000363239,0.000363239
81,287.51,0.55216,0.21484,0.0036,1,0.95709,0.99212,0.8489,0.61424,0.24752,0.00373,0.000346736,0.000346736,0.000346736
82,291.137,0.57585,0.22968,0.00371,0.97314,0.90615,0.98343,0.83893,0.62525,0.31511,0.00383,0.000330233,0.000330233,0.000330233
83,294.73,0.56791,0.21499,0.00371,0.97526,0.90593,0.98469,0.84049,0.62252,0.3167,0.00376,0.000313729,0.000313729,0.000313729
84,298.256,0.56607,0.20538,0.00375,0.8918,0.99149,0.98313,0.84494,0.63003,0.28463,0.00374,0.000297226,0.000297226,0.000297226
85,301.746,0.55462,0.20999,0.00371,0.96927,0.91136,0.98427,0.84859,0.62785,0.28428,0.00371,0.000280723,0.000280723,0.000280723
