epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,93.3639,0.64693,0.36459,0.91931,0.99084,1,0.995,0.82953,0.65175,0.31638,0.88137,0.000742815,0.000742815,0.000742815
58,94.9378,0.6502,0.36756,0.90037,0.99127,0.99954,0.99493,0.835,0.646,0.32615,0.88257,0.000726312,0.000726312,0.000726312
59,96.5325,0.64718,0.36482,0.90804,0.99169,1,0.995,0.84108,0.64134,0.30309,0.8775,0.000709809,0.000709809,0.000709809
60,98.1366,0.6409,0.35437,0.89656,0.98927,1,0.99486,0.83451,0.6282,0.31552,0.87474,0.000693305,0.000693305,0.000693305
61,99.7312,0.62873,0.36418,0.90409,0.99415,1,0.995,0.8426,0.62312,0.31315,0.87667,0.000676802,0.000676802,0.000676802
62,101.331,0.61928,0.35282,0.89962,0.99671,1,0.995,0.8366,0.62698,0.30373,0.87402,0.000660299,0.000660299,0.000660299
63,102.93,0.61109,0.33918,0.89389,0.99216,0.99663,0.99493,0.83754,0.63733,0.29861,0.8792,0.000643795,0.000643795,0.000643795
64,104.513,0.65051,0.34997,0.91049,0.98995,1,0.99465,0.83789,0.66386,0.30275,0.88439,0.000627292,0.000627292,0.000627292
65,106.204,0.62459,0.34914,0.88995,0.98918,1,0.99472,0.82966,0.665,0.30323,0.88143,0.000610789,0.000610789,0.000610789
66,107.795,0.61934,0.34584,0.89271,0.98869,1,0.99438,0.82643,0.65835,0.30486,0.87859,0.000594286,0.000594286,0.000594286
67,109.374,0.60324,0.34193,0.89217,0.99465,1,0.995,0.83589,0.64836,0.30197,0.8753,0.000577782,0.000577782,0.000577782
68,110.956,0.61428,0.33745,0.89345,0.99535,1,0.995,0.83298,0.66765,0.30872,0.8807,0.000561279,0.000561279,0.000561279
69,112.533,0.57783,0.32744,0.88417,0.99614,1,0.995,0.84164,0.64402,0.29761,0.8768,0.000544776,0.000544776,0.000544776
70,114.111,0.58186,0.33272,0.87866,0.999,0.99925,0.995,0.83256,0.65912,0.30404,0.87952,0.000528272,0.000528272,0.000528272
71,115.713,0.57565,0.3267,0.88546,0.99193,1,0.99493,0.83455,0.64088,0.29622,0.87463,0.000511769,0.000511769,0.000511769
72,117.283,0.56838,0.31833,0.88338,0.98978,1,0.995,0.84541,0.62081,0.30136,0.87117,0.000495266,0.000495266,0.000495266
73,118.87,0.59628,0.33301,0.8958,0.98981,1,0.995,0.84466,0.62763,0.28683,0.87293,0.000478762,0.000478762,0.000478762
74,120.456,0.59107,0.32814,0.88981,0.99042,1,0.99486,0.84082,0.63694,0.29219,0.87456,0.000462259,0.000462259,0.000462259
75,122.042,0.58476,0.31962,0.89304,0.99029,1,0.99417,0.83301,0.65976,0.28403,0.87956,0.000445756,0.000445756,0.000445756
76,123.623,0.58667,0.32331,0.88614,0.99027,1,0.99493,0.82744,0.63802,0.29145,0.87212,0.000429253,0.000429253,0.000429253
77,125.213,0.57995,0.33833,0.89504,0.98924,1,0.995,0.83953,0.62918,0.29261,0.87463,0.000412749,0.000412749,0.000412749
78,126.957,0.58929,0.32434,0.88583,0.99748,1,0.995,0.82913,0.64562,0.29272,0.88178,0.000396246,0.000396246,0.000396246
79,128.607,0.60539,0.32322,0.89361,0.99628,1,0.995,0.83187,0.65073,0.27512,0.88025,0.000379743,0.000379743,0.000379743
80,130.195,0.56093,0.31355,0.8823,0.99554,1,0.995,0.83691,0.65232,0.28663,0.87724,0.000363239,0.000363239,0.000363239
81,131.8,0.58664,0.32648,0.89022,0.99566,1,0.995,0.84581,0.63601,0.29109,0.87259,0.000346736,0.000346736,0.000346736
82,133.409,0.59009,0.32109,0.87897,0.98958,1,0.99424,0.84489,0.62075,0.28131,0.868,0.000330233,0.000330233,0.000330233
83,135.001,0.57288,0.31138,0.88256,0.9968,1,0.995,0.83829,0.63219,0.27425,0.87392,0.000313729,0.000313729,0.000313729
84,136.587,0.56354,0.31147,0.88759,0.99685,1,0.995,0.84296,0.63098,0.27844,0.87294,0.000297226,0.000297226,0.000297226
85,138.174,0.57239,0.30922,0.88183,0.99708,1,0.995,0.83706,0.63306,0.27512,0.87341,0.000280723,0.000280723,0.000280723
86,139.755,0.55428,0.30162,0.87944,0.99678,1,0.995,0.84747,0.62649,0.27315,0.86778,0.00026422,0.00026422,0.00026422
87,141.361,0.55255,0.29762,0.87006,0.98899,1,0.99472,0.85007,0.62085,0.26893,0.86727,0.000247716,0.000247716,0.000247716
88,142.955,0.5496,0.29392,0.88556,0.99009,1,0.995,0.84519,0.63476,0.27354,0.87074,0.000231213,0.000231213,0.000231213
89,144.545,0.57303,0.30187,0.89942,0.99459,1,0.995,0.84175,0.63866,0.27111,0.86921,0.00021471,0.00021471,0.00021471
90,146.131,0.54311,0.29725,0.87712,0.99132,1,0.995,0.84819,0.60688,0.26588,0.864,0.000198206,0.000198206,0.000198206
91,148.629,0.50769,0.2714,0.84686,0.9901,1,0.995,0.8487,0.60118,0.26348,0.86537,0.000181703,0.000181703,0.000181703
92,150.243,0.51259,0.27319,0.85365,0.99005,1,0.99493,0.84553,0.61284,0.26383,0.86603,0.0001652,0.0001652,0.0001652
93,151.84,0.52226,0.27221,0.87575,0.99567,1,0.995,0.84758,0.62113,0.26577,0.86543,0.000148696,0.000148696,0.000148696
94,153.432,0.5015,0.26075,0.85601,0.9961,1,0.995,0.85515,0.6226,0.27284,0.86406,0.000132193,0.000132193,0.000132193
95,155.034,0.49974,0.26113,0.86102,0.99694,1,0.995,0.84648,0.63266,0.27925,0.8663,0.00011569,0.00011569,0.00011569
96,156.64,0.49184,0.25959,0.85728,0.997,1,0.995,0.84162,0.62678,0.27183,0.86574,9.91865e-05,9.91865e-05,9.91865e-05
97,158.236,0.50157,0.26726,0.85453,0.99123,1,0.995,0.84287,0.62149,0.26591,0.86505,8.26832e-05,8.26832e-05,8.26832e-05
98,159.834,0.4975,0.26183,0.85298,0.99056,1,0.995,0.84317,0.61678,0.25949,0.86477,6.61799e-05,6.61799e-05,6.61799e-05
99,161.444,0.49534,0.25656,0.86042,0.9905,1,0.995,0.8481,0.61545,0.26027,0.86526,4.96766e-05,4.96766e-05,4.96766e-05
100,163.04,0.48367,0.25951,0.85006,0.99063,1,0.995,0.85003,0.61594,0.26354,0.86431,3.31733e-05,3.31733e-05,3.31733e-05
